mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__solver,param_tfidf__max_df,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
66.71856899261475,1.9496741814231868,2.0291558742523192,0.21731386131107605,10,liblinear,1.0,"(1, 2)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 1.0, 'tfidf__ngram_range': (1, 2)}",0.5238341077267252,0.5384615384615384,0.5194458785062812,0.5271037687145069,0.5084322836000689,0.5234555154018241,0.009802127261508312,1
66.66540484428405,1.9899702008931435,2.0097402572631835,0.2274112981630967,10,liblinear,0.75,"(1, 2)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",0.5238341077267252,0.5384615384615384,0.5194458785062812,0.5271037687145069,0.5084322836000689,0.5234555154018241,0.009802127261508312,1
66.66230659484863,1.8281902491837003,2.024615478515625,0.25188281546214186,10,liblinear,0.5,"(1, 2)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 2)}",0.5238341077267252,0.5384615384615384,0.5194458785062812,0.5271037687145069,0.5084322836000689,0.5234555154018241,0.009802127261508312,1
1102.7544026851654,59.08067332363492,2.0464470863342283,0.20467242863360766,10,lbfgs,1.0,"(1, 2)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 1.0, 'tfidf__ngram_range': (1, 2)}",0.5242643262777491,0.5381173636207194,0.5193598347960764,0.5246085011185683,0.5068834968163827,0.5226467045258991,0.010050759859288202,4
1102.5772527217864,57.75445264151642,2.0609185695648193,0.22410990293473204,10,lbfgs,0.75,"(1, 2)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",0.5242643262777491,0.5381173636207194,0.5193598347960764,0.5246085011185683,0.5068834968163827,0.5226467045258991,0.010050759859288202,4
1102.9941174507142,59.93866107547884,2.030512475967407,0.23516034909767364,10,lbfgs,0.5,"(1, 2)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 2)}",0.5242643262777491,0.5381173636207194,0.5193598347960764,0.5246085011185683,0.5068834968163827,0.5226467045258991,0.010050759859288202,4
13.993500995635987,0.39915919782458326,0.8495384693145752,0.10870300177747823,10,liblinear,1.0,"(1, 1)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 1.0, 'tfidf__ngram_range': (1, 1)}",0.510755463775598,0.5193598347960764,0.5162622612287042,0.5118740320082602,0.49432111512648425,0.5105145413870246,0.008664973297971022,7
14.00120439529419,0.40240466837176114,0.8546824932098389,0.11300830648925687,10,liblinear,0.75,"(1, 1)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 1)}",0.510755463775598,0.5193598347960764,0.5162622612287042,0.5118740320082602,0.49432111512648425,0.5105145413870246,0.008664973297971022,7
13.902102947235107,0.20369902945581592,0.8526751518249511,0.12425421104823385,10,liblinear,0.5,"(1, 1)","{'clf__C': 10, 'clf__solver': 'liblinear', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 1)}",0.510755463775598,0.5193598347960764,0.5162622612287042,0.5118740320082602,0.49432111512648425,0.5105145413870246,0.008664973297971022,7
116.03728547096253,4.036500999313747,0.8475590229034424,0.1208160202030404,10,lbfgs,0.75,"(1, 1)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 1)}",0.50395801066942,0.5062811908449493,0.5128205128205128,0.5060230597143349,0.4913956289795216,0.5040956806057477,0.007013190525429241,10
116.13041734695435,4.358588723852681,0.8483348369598389,0.11924272463497396,10,lbfgs,0.5,"(1, 1)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 0.5, 'tfidf__ngram_range': (1, 1)}",0.50395801066942,0.5062811908449493,0.5128205128205128,0.5060230597143349,0.4913956289795216,0.5040956806057477,0.007013190525429241,10
116.43575277328492,3.275367539788823,0.8447125911712646,0.12284054014886893,10,lbfgs,1.0,"(1, 1)","{'clf__C': 10, 'clf__solver': 'lbfgs', 'tfidf__max_df': 1.0, 'tfidf__ngram_range': (1, 1)}",0.50395801066942,0.5062811908449493,0.5128205128205128,0.5060230597143349,0.4913956289795216,0.5040956806057477,0.007013190525429241,10
48.65117969512939,1.2712742826186099,1.9980458736419677,0.21237752510555688,1,liblinear,0.75,"(1, 2)","{'clf__C': 1, 'clf__solver': 'liblinear', 'tfidf__max_df': 0.75, 'tfidf__ngram_range': (1, 2)}",0.49647220788160384,0.5077439339184305,0.4887282739631733,0.49922560660815696,0.4881259679917398,0.4960591980726209,0.007258214101516393,13
47.89780855178833,0.8728688917111919,2.044319820404053,0.2288125443238901,1,liblinear,1.0,"(1, 2)","{'clf__C': 1, 'clf__solver': 'liblinear', 'tfidf__max_df': 1.0, 'tfidf__ngram_range': (1, 2)}",0.49647220788160384,0.5077439339184305,0.4887282739631733,0.49922560660815696,0.4881259679917398,0.4960591980726209,0.007258214101516393,13
